ido_ic50,tdo_ic50
0,7.638272163982407,7.221848749616356
1,5.0,5.0
2,6.73754891026957,3.6493643917410457
3,4.928486194904911,4.911863911299449
4,4.835349784065703,4.519561852822183
5,4.339798798619318,4.421704694879174
6,6.092105164583717,6.251037138743839
7,5.359518563029578,4.0
8,5.336110701377339,5.758204568704802
9,4.355659901173677,4.313810765755976
10,6.052566278112949,6.066512712151295
11,5.82102305270683,4.329661358872558
12,6.200659450546418,4.2726214305485115
13,4.0,4.936291440608582
14,5.0,5.0
15,5.0,5.008773924307505
16,4.62397081827182,4.472112434047295
17,3.8297382846050425,4.0
18,4.0,4.0
19,4.0,4.0
20,3.844663962534938,4.0
21,4.657577319177793,4.0
22,4.0,4.0
23,5.0,5.0
24,5.554395796726403,4.0
25,4.0,4.0
26,4.0,4.0
27,4.569119053547109,4.753255290276159
28,5.552841968657781,4.0
29,5.920818753952375,4.0
30,5.552841968657781,4.0
31,5.221848749616356,4.0
32,5.958607314841775,4.0
33,4.823908740944319,4.0
34,4.0,4.0
35,5.5376020021010435,4.0
36,5.154901959985743,4.0
37,4.823908740944319,4.0
38,4.823908740944319,4.0
39,4.0,4.0
40,4.154901959985743,4.0
41,4.0,4.0
42,4.0,4.0
43,6.958607314841775,4.0
44,4.853871964321762,4.0
45,4.468521082957745,4.0
46,4.0,4.0
47,4.953895212753961,4.644548479873483
48,5.452225294612178,5.939302159646388
49,4.045757490560675,5.920818753952375
50,5.075204004202088,4.0
51,3.302160631781637,6.853871964321762
52,3.063285241788796,6.617982957425132
53,5.565431095965801,5.826813731587726
54,7.567030709125595,6.6439741428068775
55,3.9164973801697327,6.735182176990463
56,5.856985199745905,4.946537395074545
57,5.522878745280337,4.204119982655925
58,8.0,4.805430160771357
59,3.4559319556497243,6.958607314841775
60,6.896196279044043,5.474955192963154
61,6.115204636051019,6.148130399270234
62,5.587203571283457,5.131943638176958
63,5.752026733638194,5.963371104637839
64,5.499900808084277,6.114638779968488
65,5.0,5.799696817018415
66,5.0,5.189767482004916
67,5.905878404159439,6.777283528852417
68,5.633950790199765,6.505845405981557
69,6.0101054362812265,7.045757490560675
70,5.714892970433188,6.7423214251308154
71,6.220403508742176,7.229147988357855
72,6.028724151261895,7.318758762624412
73,6.1938200260161125,7.522878745280337
74,5.959793372425289,6.7544873321858505
75,6.00788851221305,6.935542010773082
76,5.684239509334265,6.966576244513051
77,5.797784224198868,6.679853713888946
78,6.035363296211498,6.838631997765025
79,6.0,6.0
80,6.0,6.0
81,4.0,4.0
82,6.698970004336019,5.698970004336019
83,5.0,5.0
84,5.698970004336019,4.0
85,4.301029995663981,4.964970717797632
86,6.3585258894959,5.522878745280337
87,6.585026652029182,5.522878745280337
88,6.325138859262188,5.522878745280337
89,6.422508200162775,5.522878745280337
90,6.319664486585436,5.522878745280337
91,6.401209493236885,5.522878745280337
92,6.355561410532162,5.522878745280337
93,6.82102305270683,5.522878745280337
94,6.621602099051862,5.522878745280337
95,6.3872161432802645,5.522878745280337
96,6.528708288941061,5.522878745280337
97,5.275724130399211,5.732828271596986
98,6.462180904926726,5.522878745280337
99,7.886056647693163,6.853871964321762
100,9.920818753952375,5.0
101,5.764471553092451,5.361510743045363
102,7.471083299722345,4.2644011003018205
103,9.301029995663981,5.0
104,6.94692155651658,4.075720713938118
105,6.872895201635193,4.0
106,6.4089353929735005,4.0
107,6.442492798094342,5.136677139879544
108,6.8297382846050425,4.380906669373257
109,7.638272163982407,5.920818753952375
110,5.9083330424043154,5.145693958198919
111,6.924453038607469,4.0
112,6.369572124974976,4.0
113,6.0,5.698970004336019
114,6.698970004336019,5.698970004336019
115,6.698970004336019,6.301029995663981
116,6.698970004336019,6.301029995663981
117,6.698970004336019,6.301029995663981
118,6.698970004336019,6.301029995663981
119,6.698970004336019,6.301029995663981
120,6.698970004336019,6.301029995663981
121,6.698970004336019,6.301029995663981
122,6.698970004336019,6.301029995663981
123,6.0,5.698970004336019
124,6.698970004336019,6.301029995663981
125,6.698970004336019,6.301029995663981
126,6.0,6.301029995663981
127,6.698970004336019,6.301029995663981
128,6.698970004336019,5.698970004336019
129,4.0,4.0
130,6.698970004336019,6.301029995663981
131,6.698970004336019,6.301029995663981
132,6.698970004336019,5.698970004336019
133,6.0,5.698970004336019
134,6.698970004336019,6.301029995663981
135,6.0,6.301029995663981
136,6.698970004336019,5.698970004336019
137,6.0,5.698970004336019
138,6.0,5.698970004336019
139,6.698970004336019,5.698970004336019
140,6.698970004336019,6.301029995663981
141,6.698970004336019,5.698970004336019
142,6.698970004336019,6.301029995663981
143,6.698970004336019,6.301029995663981
144,6.698970004336019,6.301029995663981
145,6.698970004336019,6.301029995663981
146,6.698970004336019,5.698970004336019
147,6.0,5.698970004336019
148,6.698970004336019,5.698970004336019
149,6.698970004336019,6.301029995663981
150,6.698970004336019,6.301029995663981
151,6.698970004336019,6.301029995663981
152,6.2076083105017466,4.078469586498757
153,6.698970004336019,6.301029995663981
154,6.0,5.698970004336019
155,6.721246399047171,4.398809467384666
156,6.698970004336019,6.301029995663981
157,6.698970004336019,6.301029995663981
158,6.698970004336019,5.698970004336019
159,6.698970004336019,6.301029995663981
160,6.0,6.301029995663981
161,6.698970004336019,6.301029995663981
162,6.698970004336019,6.301029995663981
163,6.698970004336019,6.301029995663981
164,6.698970004336019,5.698970004336019
165,6.698970004336019,6.301029995663981
166,6.698970004336019,6.301029995663981
167,6.698970004336019,5.698970004336019
168,6.698970004336019,5.698970004336019
169,6.0,5.698970004336019
170,6.698970004336019,6.301029995663981
171,6.698970004336019,6.301029995663981
172,6.0,5.698970004336019
173,6.698970004336019,6.301029995663981
174,6.698970004336019,6.301029995663981
175,6.0,5.698970004336019
176,6.698970004336019,6.301029995663981
177,6.698970004336019,5.698970004336019
178,6.0,6.301029995663981
179,6.698970004336019,5.698970004336019
180,6.698970004336019,6.301029995663981
181,6.698970004336019,6.301029995663981
182,6.698970004336019,6.301029995663981
183,6.698970004336019,6.301029995663981
184,6.0,6.301029995663981
185,6.0,6.301029995663981
186,6.698970004336019,5.698970004336019
187,7.657577319177793,6.492819022739759
188,6.698970004336019,5.698970004336019
189,6.698970004336019,6.301029995663981
190,4.0,4.0
191,6.698970004336019,6.301029995663981
192,6.698970004336019,6.301029995663981
193,6.698970004336019,6.301029995663981
194,6.682145510668531,6.164753460003689
195,6.698970004336019,6.301029995663981
196,6.0,5.698970004336019
197,6.698970004336019,6.301029995663981
198,6.698970004336019,6.301029995663981
199,6.698970004336019,5.698970004336019
200,6.698970004336019,5.698970004336019
201,6.0,6.301029995663981
202,6.698970004336019,6.301029995663981
203,6.698970004336019,6.301029995663981
204,6.698970004336019,6.301029995663981
205,6.698970004336019,5.698970004336019
206,6.698970004336019,6.301029995663981
207,6.698970004336019,6.301029995663981
208,6.0,5.698970004336019
209,6.698970004336019,5.698970004336019
210,6.698970004336019,5.698970004336019
211,6.0,6.301029995663981
212,6.698970004336019,6.301029995663981
213,5.4698003017969175,4.220259248823259
214,6.0,5.698970004336019
215,6.698970004336019,6.301029995663981
216,6.698970004336019,6.301029995663981
217,6.0,5.698970004336019
218,6.698970004336019,6.301029995663981
219,6.0,5.698970004336019
220,6.698970004336019,6.301029995663981
221,6.0,5.698970004336019
222,6.0,5.698970004336019
223,6.0,5.698970004336019
224,6.698970004336019,6.301029995663981
225,6.698970004336019,6.301029995663981
226,6.698970004336019,6.301029995663981
227,6.698970004336019,5.698970004336019
228,6.698970004336019,5.698970004336019
229,6.698970004336019,5.698970004336019
230,6.698970004336019,5.698970004336019
231,6.698970004336019,6.301029995663981
232,6.0,6.301029995663981
233,6.698970004336019,6.301029995663981
234,5.481486060122113,4.0
235,6.698970004336019,6.301029995663981
236,6.698970004336019,6.301029995663981
237,6.698970004336019,6.301029995663981
238,6.698970004336019,5.698970004336019
239,6.698970004336019,5.698970004336019
240,6.698970004336019,5.698970004336019
241,6.698970004336019,6.301029995663981
242,7.581698708680254,5.795880017344075
243,6.698970004336019,6.301029995663981
244,6.698970004336019,6.301029995663981
245,6.698970004336019,6.301029995663981
246,6.0,5.698970004336019
247,6.698970004336019,6.301029995663981
248,5.906578314837765,4.334982174587528
249,6.0,5.698970004336019
250,5.892790030352131,4.565431095965801
251,6.0,6.301029995663981
252,6.0,6.301029995663981
253,6.698970004336019,6.301029995663981
254,6.698970004336019,5.698970004336019
255,6.698970004336019,6.301029995663981
256,6.0,6.301029995663981
257,5.636388020107856,4.234108023569984
258,6.698970004336019,6.301029995663981
259,6.698970004336019,6.301029995663981
260,6.698970004336019,5.698970004336019
261,6.698970004336019,6.301029995663981
262,6.698970004336019,6.301029995663981
263,6.698970004336019,6.301029995663981
264,6.0,5.698970004336019
265,6.0,5.698970004336019
266,6.698970004336019,6.301029995663981
267,6.698970004336019,6.301029995663981
268,6.0,5.698970004336019
269,6.0,5.698970004336019
270,6.698970004336019,5.698970004336019
271,6.0,6.301029995663981
272,6.0,5.698970004336019
273,6.698970004336019,6.301029995663981
274,6.0,5.698970004336019
275,6.698970004336019,6.301029995663981
276,6.0,6.301029995663981
277,6.698970004336019,6.301029995663981
278,6.698970004336019,5.698970004336019
279,5.0,5.0
280,6.698970004336019,5.698970004336019
281,6.698970004336019,6.301029995663981
282,6.698970004336019,6.301029995663981
283,4.374687549038326,4.0
284,6.0,5.698970004336019
285,6.698970004336019,6.301029995663981
286,6.698970004336019,6.301029995663981
287,6.0,6.301029995663981
288,6.698970004336019,5.698970004336019
289,6.698970004336019,6.301029995663981
290,6.0,5.698970004336019
291,6.698970004336019,6.301029995663981
292,6.0,5.698970004336019
293,6.0,5.698970004336019
294,6.698970004336019,6.301029995663981
295,6.0,5.698970004336019
296,6.0,5.698970004336019
297,6.698970004336019,5.698970004336019
298,6.698970004336019,5.698970004336019
299,6.0,5.698970004336019
300,6.0,5.698970004336019
301,6.698970004336019,6.301029995663981
302,6.538351431936545,5.920818753952375
303,6.698970004336019,6.301029995663981
304,6.698970004336019,6.301029995663981
305,6.698970004336019,5.698970004336019
306,6.0,5.698970004336019
307,6.0,5.698970004336019
308,6.698970004336019,5.698970004336019
309,6.0,6.301029995663981
310,6.698970004336019,6.301029995663981
311,6.698970004336019,6.301029995663981
312,6.443697499232712,4.262092076625361
313,6.698970004336019,6.301029995663981
314,6.0,5.698970004336019
315,6.698970004336019,6.301029995663981
316,5.0,5.0
317,5.749579997691106,4.276544327964814
318,6.0,5.698970004336019
319,6.0,6.301029995663981
320,6.698970004336019,6.301029995663981
321,6.0,5.698970004336019
322,6.698970004336019,5.698970004336019
323,6.698970004336019,6.301029995663981
324,6.0,5.698970004336019
325,6.698970004336019,6.301029995663981
326,6.698970004336019,5.698970004336019
327,6.0,6.301029995663981
328,6.0,5.698970004336019
329,6.698970004336019,5.698970004336019
330,6.698970004336019,5.698970004336019
331,6.0,6.301029995663981
332,6.698970004336019,5.698970004336019
333,6.698970004336019,6.301029995663981
334,6.698970004336019,5.698970004336019
335,6.698970004336019,6.301029995663981
336,6.0,6.301029995663981
337,6.698970004336019,6.301029995663981
338,6.698970004336019,6.301029995663981
339,6.0,5.698970004336019
340,7.7447274948966935,6.668572703479257
341,6.0,5.698970004336019
342,6.698970004336019,5.698970004336019
343,4.958607314841775,4.0
344,6.0,6.301029995663981
345,6.0,5.698970004336019
346,6.698970004336019,6.301029995663981
347,6.698970004336019,5.698970004336019
348,6.698970004336019,5.698970004336019
349,6.0,5.698970004336019
350,6.0,5.698970004336019
351,6.698970004336019,6.301029995663981
352,6.698970004336019,6.301029995663981
353,6.0,6.301029995663981
354,6.0,6.301029995663981
355,6.698970004336019,6.301029995663981
356,6.0,5.698970004336019
357,6.698970004336019,6.301029995663981
358,6.698970004336019,5.698970004336019
359,6.698970004336019,5.698970004336019
360,6.0,5.698970004336019
361,4.298432014944073,4.0
362,6.0,5.698970004336019
363,6.698970004336019,6.301029995663981
364,6.698970004336019,5.698970004336019
365,6.9222688203476075,7.13608262304214
366,6.0,6.301029995663981
367,6.031517051446065,4.148680487351255
368,6.698970004336019,6.301029995663981
369,6.0,5.698970004336019
370,6.0,5.698970004336019
371,6.698970004336019,6.301029995663981
372,5.801342913045577,4.416687848016922
373,6.698970004336019,6.301029995663981
374,6.698970004336019,6.301029995663981
375,6.698970004336019,6.301029995663981
376,6.698970004336019,5.698970004336019
377,6.698970004336019,6.301029995663981
378,6.698970004336019,5.698970004336019
379,6.698970004336019,6.301029995663981
380,6.698970004336019,6.301029995663981
381,6.698970004336019,6.301029995663981
382,6.0,5.698970004336019
383,6.698970004336019,6.301029995663981
384,6.0,5.698970004336019
385,6.698970004336019,6.301029995663981
386,6.346787486224656,4.250882337643677
387,6.698970004336019,6.301029995663981
388,6.698970004336019,6.301029995663981
389,6.0,5.698970004336019
390,6.0,6.301029995663981
391,6.698970004336019,6.301029995663981
392,6.0,6.301029995663981
393,6.698970004336019,6.301029995663981
394,6.0,5.698970004336019
395,6.698970004336019,5.698970004336019
396,6.0,5.698970004336019
397,6.698970004336019,6.301029995663981
398,4.34640161815671,4.363712747901487
399,5.037630664329979,5.074172425375258
400,5.422508200162775,4.652669984683049
401,4.742561433140186,4.80465394165158
402,7.0,7.154901959985743
403,10.744727494896694,6.995678626217358
404,5.766496239658865,5.987584625237567
405,6.619788758288394,6.73754891026957
406,5.954677021213342,4.311580177997289
407,6.167491087293763,6.060480747381382
408,6.91721462968355,5.478861916295964
409,7.698970004336019,6.119186407719209
410,5.7544873321858505,4.718966632752273
411,5.346787486224656,6.886056647693163
412,5.539102157243452,4.525783735923745
413,5.962573502059376,5.698970004336019
414,5.474955192963154,4.111259039317107
415,6.527243550682788,6.23210238398191
416,6.91721462968355,6.943095148663527
417,5.17134010346468,4.231361898752385
418,7.161150909262744,7.187086643357144
419,4.920818753952375,5.406713932979542
420,5.835647144215563,4.647817481888637
421,6.958607314841775,6.3872161432802645
422,4.8326826652518236,4.303643611266668
423,6.995678626217358,6.87942606879415
424,6.452225294612178,6.404503778174426
425,5.173925197299173,7.698970004336019
426,4.6777807052660805,2.5575202309355514
427,4.985059650207063,6.568636235841013
428,5.728158393463501,5.342944147142896
429,6.2644011003018205,6.471083299722345
430,7.6777807052660805,6.667561540084395
431,5.924453038607469,6.5376020021010435
432,5.528708288941061,6.327902142064283
433,7.681936665037238,5.5951662833800615
434,5.698970004336019,5.2441251443275085
435,7.995678626217358,5.402304814074488
436,6.603800652904264,5.0
437,5.774690718274137,5.288192770958809
438,6.0,5.145693958198919
439,6.94692155651658,6.2373214362725635
440,5.761953896871205,4.920818753952375
441,7.698970004336019,6.645891560852599
442,7.119186407719209,7.327902142064283
443,5.301029995663981,4.6252516539898965
444,5.906928693623937,7.022276394711152
445,5.562090964460501,6.42712839779952
446,5.728158393463501,6.6020599913279625
447,4.7447274948966935,4.661543506395395
448,5.473660722610156,5.355561410532162
449,5.301029995663981,5.221848749616356
450,6.7447274948966935,6.7447274948966935
451,5.27213355053251,6.723538195826756
452,7.6777807052660805,5.0
453,7.721246399047171,6.709965388637482
454,5.221848749616356,5.250263684430939
455,5.718966632752273,5.3979400086720375
456,6.552841968657781,6.452225294612178
457,6.692503962086787,6.424812155072339
458,6.777283528852417,6.430626090384954
459,5.863279432843593,5.531652669587842
460,5.563201489768197,6.100726812682396
461,5.962573502059376,5.044793462458058
462,6.886056647693163,6.346787486224656
463,5.701146923590294,5.31695296176115
464,5.7447274948966935,4.996108833763089
465,6.447331783887806,5.458420756053419
466,8.0,5.0
467,5.91721462968355,5.195860567664649
468,6.5968794788241825,6.1944991418416
469,6.966576244513051,7.070581074285707
470,7.698970004336019,7.154901959985743
471,5.448184177648985,5.894489815230026
472,5.844663962534939,3.910094888560602
473,6.91721462968355,5.0
474,5.735182176990463,6.376750709602099
475,5.747146969020107,5.91721462968355
476,7.568636235841013,7.6020599913279625
477,6.795880017344075,7.221848749616356
478,5.844663962534939,5.542118103266008
479,4.8830603534492445,5.220403508742176
480,6.107905397309519,5.94692155651658
481,8.721246399047171,5.0
482,5.920818753952375,6.00436480540245
483,6.920818753952375,7.522878745280337
484,6.337242168318426,6.522878745280337
485,5.508638306165727,6.346787486224656
486,5.424812155072339,6.7447274948966935
487,6.721246399047171,6.431798275933005
488,6.943095148663527,7.1487416512809245
489,5.775466937393914,4.0
490,8.154901959985743,5.173925197299173
491,7.522878745280337,7.318758762624412
492,7.481486060122112,7.318758762624412
493,6.795880017344075,4.721246399047171
494,8.292429823902063,5.107905397309519
495,6.585026652029182,4.590066876668706
496,5.410050398674292,5.596879478824182
497,4.414539270491499,4.336299074610352
498,8.102372908709558,4.735182176990463
499,7.920818753952375,4.928117992693875
500,6.882728704344236,3.958607314841775
501,5.769551078621726,4.6777807052660805
502,5.73754891026957,5.769551078621726
503,6.522878745280337,4.798602875679548
504,8.267606240177031,5.1487416512809245
505,7.823908740944319,5.161150909262744
506,5.335358024443875,5.016373712875465
507,6.449771646944906,6.4156687756324695
508,6.823908740944319,4.182295837032809
509,7.721246399047171,5.6020599913279625
510,7.7447274948966935,7.6020599913279625
511,7.853871964321762,4.0
512,6.82102305270683,4.187086643357144
513,7.823908740944319,7.823908740944319
514,5.0,5.0
515,7.552841968657781,4.046868774816555
516,6.991399828238082,4.522878745280337
517,7.236572006437063,7.309803919971486
518,5.497572880015567,5.147520006363144
519,4.448550002027125,4.647817481888637
520,7.3979400086720375,7.443697499232712
521,8.301029995663981,4.795880017344075
522,6.931814138253839,4.301029995663981
523,7.107905397309519,6.982966660701219
524,4.39040559077478,4.0034883278458215
525,6.657577319177793,5.847711655616943
526,7.920818753952375,4.943095148663527
527,7.6777807052660805,5.236572006437063
528,4.0,4.0
529,6.841637507904751,6.767003889607846
530,7.619788758288394,4.0
531,5.0,5.0
532,7.638272163982407,5.346787486224656
533,5.277366077466188,5.114073660198569
534,5.87942606879415,4.448550002027125
535,7.585026652029182,7.180456064458132
536,6.958607314841775,4.292429823902063
537,4.55129368009492,4.382999658879101
538,7.481486060122112,7.468521082957745
539,7.638272163982407,7.7447274948966935
540,6.481486060122113,4.853871964321762
541,7.161150909262744,4.978810700930062
542,5.0,5.280668713016273
543,6.154901959985743,4.431798275933005
544,6.97469413473523,4.0
545,5.467245621007502,5.441291429466834
546,7.886056647693163,7.853871964321762
547,6.913640169325252,7.1938200260161125
548,6.521433504406157,4.657577319177793
549,5.863279432843593,5.441291429466834
550,6.962573502059376,4.809668301829708
551,6.97469413473523,4.327902142064283
552,8.18045606445813,4.987162775294828
553,6.610833915635467,4.346787486224656
554,6.928117992693875,5.214670164989233
555,5.845271792559845,4.09699145085845
556,4.6252516539898965,5.243363891754152
557,7.2839966563652006,6.995678626217358
558,5.991825815993574,4.0
559,5.751536282448968,4.927823655521034
560,6.494850021680094,4.578396073130169
561,5.657577319177793,5.289882634888183
562,7.958607314841775,4.319664486585436
563,5.0030507515046185,4.978810700930062
564,4.966576244513051,4.931814138253838
565,7.468521082957745,7.236572006437063
566,5.767003889607846,5.521433504406157
567,4.489454989793388,4.709965388637482
568,6.94692155651658,6.605548319173784
569,4.787812395596042,4.782516055786093
570,6.94692155651658,4.3979400086720375
571,6.823908740944319,4.0
572,5.756961951313706,5.452225294612178
573,8.4089353929735,5.136677139879544
574,7.0915149811213505,6.87942606879415
575,5.931814138253839,5.809668301829708
576,7.3979400086720375,7.468521082957745
577,5.8297382846050425,5.350665141287858
578,5.2343314452409855,5.841637507904751
579,8.080921907623926,5.1487416512809245
580,6.87942606879415,4.100464015347826
581,8.096910013008056,5.229147988357856
582,8.0,8.0
583,4.0,4.0
584,7.3979400086720375,4.236796699629228
585,7.5376020021010435,7.552841968657781
586,8.045757490560675,5.200659450546418
587,5.565431095965801,5.458420756053419
588,7.4089353929735005,4.494850021680094
589,7.309803919971486,4.026872146400302
590,8.154901959985743,4.698970004336019
591,5.910094888560602,5.603800652904264
592,6.958607314841775,4.764471553092451
593,6.173925197299173,4.368556230986828
594,7.638272163982407,7.823908740944319
595,6.690369832574102,4.091729500504276
596,7.346787486224656,4.204418880091986
597,5.497572880015567,5.259637310505756
598,7.522878745280337,4.522878745280337
599,6.303643611266668,4.0
600,7.1938200260161125,4.6020599913279625
601,7.4089353929735005,4.4089353929735005
602,7.346787486224656,7.376750709602099
603,7.221848749616356,7.6020599913279625
604,6.931814138253839,4.200032588919265
605,5.123782159408358,5.168770306132936
606,5.510041520575165,5.189767482004916
607,7.522878745280337,7.6020599913279625
608,5.530177984021837,5.2636034977233574
609,6.787812395596042,6.978810700930062
610,8.301029995663981,8.397940008672037
611,7.136677139879544,5.1938200260161125
612,6.703334809738469,4.231080845074899
613,5.075720713938118,5.071604147743286
614,4.255707016877324,4.634512015109101
615,5.507239610973162,5.388276691992658
616,4.653647025549361,4.632644078973981
617,7.8996294548824375,5.585026652029182
618,7.698970004336019,7.7447274948966935
619,6.978810700930062,4.698970004336019
620,7.045757490560675,5.022276394711152
621,5.325138859262188,5.278189384787454
622,7.154901959985743,5.229147988357856
623,4.2644011003018205,4.503070351926785
624,7.443697499232712,5.259637310505756
625,7.301029995663981,4.815308569182401
626,7.0,4.6777807052660805
627,6.991399828238082,4.0
628,7.0655015487564325,5.022276394711152
629,7.638272163982407,7.6777807052660805
630,5.0,5.0
631,5.522878745280337,4.431798275933005
632,6.950781977329818,4.366531544420414
633,6.764976840504777,5.90274269030658
634,7.525783735923745,5.636200054520891
635,7.165579296318468,5.638649975647733
636,7.133712660915805,5.234256958578955
637,7.434152181326482,5.620694482249418
638,4.0,5.468521082957745
639,4.0,5.3124710387853655
640,4.0,4.0
641,4.0,4.0
642,4.0,4.0
643,5.0,5.0
644,6.376750709602099,6.2441251443275085
645,6.795880017344075,6.698970004336019
646,5.305394801066432,4.692717952966654
647,4.0,4.913640169325252
648,4.0,5.772113295386326
649,6.040958607678906,6.337242168318426
650,6.853871964321762,6.958607314841775
651,4.0,4.013407393177789
652,4.727462222624762,5.094204119632131
653,5.34008379993015,5.0
654,5.0,5.552841968657781
655,5.0,5.0
656,5.0301183562535,5.0
657,7.309803919971486,7.309803919971486
658,4.0,4.0
659,4.301029995663981,4.873219422987991
660,5.0,5.0
661,4.0,5.286509456906058
662,5.15676722190199,5.651695136951839
663,4.214670164989233,4.0
664,5.777283528852417,5.995678626217358
665,4.0,5.835647144215563
666,4.301029995663981,4.814457845145625
667,4.0,5.6020599913279625
668,5.120330794367947,5.081445469449727
669,5.0,5.0
670,4.8576105338811635,4.709742730605482
671,4.236871623200863,6.102372908709558
672,5.616184634019569,5.686132779630847
673,4.423198104171087,5.496209316942819
674,4.0,4.0
675,4.0,4.0
676,5.728158393463501,5.735182176990463
677,4.855425792390384,5.5934598195660445
678,4.0,4.0
679,5.0,6.1487416512809245
680,5.220403508742176,5.5718652059712115
681,4.0,6.767003889607846
682,4.301029995663981,4.921543181946707
683,4.0,6.889410289700751
684,4.734003629504921,5.982966660701219
685,4.619607839942972,6.337242168318426
686,4.0,4.0
687,4.221848749616356,6.769551078621726
688,5.0,5.0
689,4.0,5.600326278518962
690,5.0,5.0
691,5.0,5.0
692,4.0,4.0
693,4.0,4.0
694,5.292429823902063,5.0
695,5.0996328713435295,5.795880017344075
696,5.0,5.0
697,4.0,5.327902142064283
698,7.5376020021010435,7.5376020021010435
699,6.568636235841013,6.795880017344075
700,4.0,4.0
701,4.43486084803021,5.5934598195660445
702,5.018634490921456,5.215382707367125
703,5.0,5.0
704,4.7447274948966935,5.769551078621726
705,5.094743951251549,4.409492537991417
706,5.761953896871205,6.173925197299173
707,4.0,7.221848749616356
708,4.0,4.0
709,4.0,4.719194071606333
710,5.79317412396815,6.346787486224656
711,3.5228787452803374,3.5228787452803374
712,3.5228787452803374,3.5228787452803374
713,5.728158393463501,6.886056647693163
714,4.519705539996993,4.568314655313988
715,3.5228787452803374,3.5228787452803374
716,5.962573502059376,6.0655015487564325
717,4.4939010400715595,5.690369832574101
718,4.24275584897803,4.890759031411797
719,4.255707016877324,4.173925197299173
720,4.966576244513051,4.966576244513051
721,3.9480760839538935,4.348043930466925
722,8.017728766960431,7.5376020021010435
723,3.5228787452803374,3.5228787452803374
724,6.5376020021010435,6.657577319177793
725,3.5228787452803374,4.233512793760306
726,3.7488486568246455,4.074739490480565
727,5.436518914605589,6.3979400086720375
728,4.180192935409244,4.4071573168689
729,4.2877713303804645,5.507239610973162
730,4.861697301833718,5.217527375833714
731,6.585026652029182,6.346787486224656
732,6.154901959985743,6.443697499232712
733,3.5228787452803374,4.899974269892137
734,4.367846516489367,6.481486060122113
735,3.8629625452104874,3.8306195046880505
736,5.847711655616943,6.040958607678906
737,5.071092309756048,5.856985199745905
738,7.309803919971486,7.107905397309519
739,6.1938200260161125,7.3979400086720375
740,4.686132779630847,4.686132779630847
741,8.465973893943865,8.465973893943865
742,5.498940737782249,6.3872161432802645
743,3.5228787452803374,3.5228787452803374
744,5.044793462458058,5.866461091629782
745,5.54515513999149,7.045757490560675
746,4.736837535037783,5.690369832574101
747,5.2380721615794705,6.721246399047171
748,3.979224511806442,4.981299501333757
749,5.324221658325915,5.379863945026242
750,4.760450279159527,5.7447274948966935
751,5.3851027839668655,6.920818753952375
752,3.6907958203295923,3.5228787452803374
753,4.420102130396896,4.478338984887927
754,4.8830603534492445,5.471083299722345
755,5.910094888560602,4.949233688766958
756,4.248336053739013,5.127843727251707
757,5.0,6.346787486224656
758,7.301029995663981,5.0
759,7.268411234813262,7.275724130399211
